TID	Name	RA (longitude)	Dec (latitude)
488	NSV 13651                          	319.5451086489700	+41.3299853843939
489	NSV 13744                          	322.3083	+42.3867
490	V* V531 Cyg                        	319.6288190174727	+41.1328384358145
491	* 75 Cyg                           	325.0462831110264	+43.2738378013093
492	V* V1248 Cyg                       	324.1012521670715	+43.4787946651719
493	V* V1246 Cyg                       	321.8491913016776	+43.4965560067193
494	SS 452                             	324.2652659698088	+43.3547729907941
495	V* V1080 Cyg                       	323.6134580896777	+42.9921865596235
496	V* V732 Cyg                        	321.9963968957671	+43.5889940811246
497	V* V705 Cyg                        	323.7358368321996	+43.0246157379043
498	V* V639 Cyg                        	324.7405385974878	+42.5936805773873
499	V* V638 Cyg                        	324.7404705155192	+42.3491809727515
500	V* V631 Cyg                        	323.7850879867956	+43.8614778211546
501	V* V629 Cyg                        	323.5633836123650	+44.1326854770538
502	LEE 334                            	323.3105471551539	+43.9199128772773
503	V* V613 Cyg                        	322.3821418429482	+42.9489527944327
504	HD 206223                          	324.8671705901904	+43.2779054043979
505	V* V636 Cyg                        	324.5622992516795	+42.0505026749099
506	IRAS 21317+4309                    	323.4284128988783	+43.3861380991141
507	NSV 25641                          	322.7080217465019	+43.5041006540002
508	V* V2208 Cyg                       	324.9193250184516	+43.3056090199230
509	IRAS 21295+4209                    	322.8816804570030	+42.3803113724953
510	V* V1567 Cyg                       	323.6736091308826	+42.0095449686082
511	V* V1569 Cyg                       	324.9590992063360	+42.2515937515182
512	V* V1573 Cyg                       	325.6167668628557	+43.2659757479254
513	NSV 13722                          	321.8083	+42.9617
514	V* V1566 Cyg                       	322.6893330187480	+43.5327476618888
515	V* Q Cyg                           	325.4330320634851	+42.8413997703346
516	V* VZ Cyg                          	327.9226729769581	+43.1340383348488
517	V* V654 Cyg                        	325.9828545266097	+44.7785279434459
518	V* V650 Cyg                        	325.5137759943654	+44.9624150805053
519	V* V646 Cyg                        	325.0867549457245	+44.2667082902476
520	V* WY Cyg                          	327.1757499864787	+44.2495162531660
521	V* V657 Cyg                        	326.7433334277294	+44.6913020603875
522	V* V676 Cyg                        	328.2463692626956	+44.3053388891070
523	V* V669 Cyg                        	327.4974913999590	+45.0626110225068
524	V* V672 Cyg                        	327.8392639245498	+44.6639457858246
525	V* V1093 Cyg                       	328.3719380394945	+44.0847438336385
526	V* V677 Cyg                        	328.3235462762199	+44.0563581781429
527	V* V673 Cyg                        	327.9073310825481	+43.1662976499438
528	V* V666 Cyg                        	327.3579617078980	+43.3735815045476
529	V* V665 Cyg                        	327.3165435179683	+43.0601203099928
530	V* V1091 Cyg                       	326.4978644330665	+44.4165870068308
531	IRAS 21443+4329                    	326.5906308366033	+43.7315549154395
532	IRAS 21540+4326                    	329.0051323159895	+43.6772166586017
533	NOVA Cyg 1978                      	325.64675	+44.03192
534	HD 207739                          	327.4951732239896	+43.9657870990888
535	NSV 13904                          	327.9301045858156	+43.1565399580471
536	NSV 13917                          	328.163696	+43.652225
537	NSV 13922                          	328.2423361706905	+44.0152858126977
538	V* V1249 Cyg                       	324.4010395399909	+44.4620931461181
539	HD 205939                          	324.3661424444895	+44.6965479870974
540	Antipin V66                        	326.015746	+44.650567
541	V* V1571 Cyg                       	325.6522850411432	+44.9433189345830
542	NSV 13863                          	326.0137	+45.1133
543	V* SS Cyg                          	325.6783477308821	+43.5860732676344
544	SN 2004ca                          	325.88683	+43.69250
545	V* V396 Lac                        	331.2940858382135	+44.0646038599835
546	V* RT Lac                          	330.3780865630249	+43.8904556080204
547	BD+45 3738                         	329.2380696539493	+45.9757315665031
548	HD 209596                          	330.8659146859911	+45.5686063166568
549	HD 209945                          	331.5081348421912	+45.0143442996861
550	V* V443 Lac                        	330.5224572977776	+44.3431668385049
551	V* V1942 Cyg                       	330.73608616	+44.64986136
552	V* V412 Cyg                        	328.6016883289681	+45.3622728400704
553	V* MU Cyg                          	329.8062871691315	+44.7001453077522
554	V* MS Cyg                          	329.7824146785044	+45.9927874090576
555	V* MP Cyg                          	329.6027846378127	+45.8729700403735
556	V* MO Cyg                          	329.4897505608931	+45.5425663513780
557	V* MN Cyg                          	329.5064588802003	+44.4440249346183
558	V* GW Cyg                          	329.7821896714634	+46.1434682784867
559	V* UZ Cyg                          	329.8097095681316	+44.3596536716527
560	V* CM Lac                          	330.0185426722094	+44.5521482464870
561	V* V1100 Cyg                       	329.6521020795403	+45.3119217333832
562	V* V1099 Cyg                       	329.4354037481143	+45.9065065985167
563	V* V1097 Cyg                       	329.2450130350262	+45.3648280753958
564	V* V1916 Cyg                       	329.3746	+44.6967
565	V* FU Lac                          	330.1114078795893	+43.8554435331376
566	IRAS 22042+4417                    	331.5722672974645	+44.5268732160762
567	NSV 13989                          	329.7531423729872	+44.7305296715599
568	V* V425 Lac                        	329.8495318304634	+43.8892564548455
569	V* V2075 Cyg                       	328.8102441395699	+44.4185845561788
570	V* V1094 Cyg                       	328.6239274891318	+44.8205619711298
571	V* V679 Cyg                        	328.4060838696439	+45.0334964608766
572	V* V453 Lac                        	329.3859383814606	+44.1721159034657
573	V* V1761 Cyg                       	330.3878995399491	+45.8477958628993
574	BC 310                             	329.9533907199050	+44.3110264123950
575	BD+44 3974                         	328.3834421786171	+45.4510322470640
576	V* BP Lac                          	333.8690716593374	+44.7553791486077
577	V* HT Lac                          	331.3187476638321	+46.7448326454235
578	BD+45 3801                         	331.4966711314826	+46.4548300204374
579	V* CN Lac                          	331.5354090341430	+46.3097732367345
580	V* AQ Lac                          	331.9115733325126	+47.0086282428930
581	V* SS Lac                          	331.1731330906122	+46.4272528845376
582	V* AT Lac                          	332.7395304499665	+46.4574552608873
583	HD 211835                          	334.7509997599600	+45.8023709568707
584	HD 211431                          	334.0039190862036	+45.0891191749256
585	V* GP Lac                          	333.0728910119061	+45.5145800099003
586	V* BQ Lac                          	333.9576131235250	+46.0089300144466
587	V* V368 Lac                        	333.4080314047730	+44.9466241191159
588	SN 1992ax                          	332.61308	+45.04228
589	V* V454 Lac                        	332.2709572388906	+45.5079485006231
590	Case 748                           	333.0556517103739	+46.7684470571945
591	V* AR Lac                          	332.1700751553221	+45.7422511238064
592	V* V402 Lac                        	332.3133319807481	+44.8464774703327
593	V* BM Lac                          	332.0739077747855	+45.0069637629278
594	BC 99                              	333.6951044901356	+46.9108836203418
595	V* V2466 Cyg                       	330.67433	+46.65192
596	* 2 Lac                            	335.2564469371	+46.5365683569
597	V* AZ Lac                          	335.8587687427415	+47.3199513415425
598	V* GT Lac                          	337.6250389431372	+45.8280689522402
599	V* FX Lac                          	336.1060066442354	+46.1476129245592
600	IRAS 22169+4647                    	334.7617099929370	+47.0520901416259
601	IRAS 22220+4616                    	336.0442238889802	+46.5355135066279
602	LD 200                             	336.2076621468674	+47.8232183137425
603	V* V384 Lac                        	335.8705845354392	+47.7422403645115
604	V* V386 Lac                        	337.4854609821900	+45.7816776295690
605	V* GR Lac                          	334.9853339531687	+46.3225340787142
606	V* BR Lac                          	334.2828393957668	+46.4392449112170
607	V* FW Lac                          	335.3562315718343	+45.6499446200922
608	V* V429 Lac                        	335.4197090986992	+47.5279963511335
609	V* V353 Lac                        	336.3814720631916	+46.6913952102782
610	V* V361 Lac                        	335.1716531302787	+45.9347767635378
611	V* BY Lac                          	339.0505469372216	+48.2738173936838
612	V* BW Lac                          	338.1457078308301	+48.4286063990278
