PID,title,project_type,description,aperture_upper_limit,aperture_lower_limit,FoV_upper_limit,FoV_lower_limit,pixel_scale_upper_limit,pixel_scale_lower_limit,mount_type,camera_type_colored_mono,camera_type_cooled_uncooled,Johnson_B,Johnson_V,Johnson_R,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
777,Observe Exoplanets 240,target_of_opportunity,Observe Exoplanets 240 8 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,y,y
778,Observe Exoplanets 241,regular,Observe Exoplanets 241 11 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,n,y
779,Observe Star 119,transient,Observe Star 119 70 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,n,n,y,y,y,y,n
780,Observe Exoplanets 242,regular,Observe Exoplanets 242 20 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,n
781,Observe Star 120,regular,Observe Star 120 2 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,y,y,y,n,y,y,y
782,Observe Star 121,regular,Observe Star 121 54 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,n,y,y,y,y,n
783,Observe Star 122,regular,Observe Star 122 35 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,n,y,y
784,Observe Exoplanets 243,target_of_opportunity,Observe Exoplanets 243 93 times,30,0,600,1,3,0.1,fork,colored,uncooled,n,n,y,y,y,y,y,y
785,Observe Galaxy 114,transient,Observe Galaxy 114 19 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,n,y,y,y,n,y,y
786,Observe Star 123,transient,Observe Star 123 1 times,30,0,600,1,3,0.1,theodolite,colored,cooled,n,y,y,y,n,y,y,y
787,Observe Exoplanets 244,regular,Observe Exoplanets 244 92 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,n,y,y,y,y
788,Observe Exoplanets 245,regular,Observe Exoplanets 245 4 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,n,y,y,y,y,y
789,Observe Star 124,regular,Observe Star 124 45 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
790,Observe Exoplanets 246,target_of_opportunity,Observe Exoplanets 246 4 times,30,0,600,1,3,0.1,german,mono,uncooled,n,n,y,y,y,y,y,y
791,Observe Star 125,target_of_opportunity,Observe Star 125 1 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,n,n,y
792,Observe Exoplanets 247,regular,Observe Exoplanets 247 75 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,n,y,y,y
793,Observe Star 126,regular,Observe Star 126 51 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
794,Observe Exoplanets 248,regular,Observe Exoplanets 248 23 times,30,0,600,1,3,0.1,fork,mono,cooled,n,n,y,n,y,y,n,y
795,Observe Star 127,regular,Observe Star 127 51 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,y,y,n,n
796,Observe Supernova 147,regular,Observe Supernova 147 85 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,n,y,n,y
797,Observe Asteriods 45,transient,Observe Asteriods 45 4 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,n,y,n,y,n,n,y
798,Observe Supernova 148,transient,Observe Supernova 148 44 times,30,0,600,1,3,0.1,german,mono,cooled,n,n,y,n,y,y,y,n
799,Observe Exoplanets 249,regular,Observe Exoplanets 249 72 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,n,y,y
800,Observe Asteriods 46,regular,Observe Asteriods 46 70 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,n,y,y,y,y,y
801,Observe Star 128,transient,Observe Star 128 39 times,30,0,600,1,3,0.1,german,mono,uncooled,n,y,y,y,y,y,y,y
802,Observe Exoplanets 250,transient,Observe Exoplanets 250 75 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,y,y,n,y,y,y
803,Observe Supernova 149,transient,Observe Supernova 149 20 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,n,y,n,y,y
804,Observe Star 129,regular,Observe Star 129 25 times,30,0,600,1,3,0.1,german,colored,cooled,n,y,y,y,y,n,n,y
805,Observe GRB 86,regular,Observe GRB 86 37 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,n,y,y,n,y,y
806,Observe Exoplanets 251,target_of_opportunity,Observe Exoplanets 251 1 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,n,y,n,y
807,Observe Exoplanets 252,transient,Observe Exoplanets 252 89 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,n,y,y,y,y,y
808,Observe Star 130,regular,Observe Star 130 87 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,n,y,y,n,y
809,Observe Galaxy 115,regular,Observe Galaxy 115 35 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,y,y,y
810,Observe Asteriods 47,transient,Observe Asteriods 47 29 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,y,y,y,y,y
811,Observe Comet 33,transient,Observe Comet 33 21 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,y,y,y
812,Observe Comet 34,regular,Observe Comet 34 73 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,y,y,y,y,y,n
813,Observe Galaxy 116,regular,Observe Galaxy 116 87 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,n,y,y
814,Observe Exoplanets 253,regular,Observe Exoplanets 253 11 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,y
815,Observe Galaxy 117,regular,Observe Galaxy 117 30 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,n,y,y,n
816,Observe Supernova 150,regular,Observe Supernova 150 42 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,n,y,y,n,y,n,y
817,Observe Exoplanets 254,transient,Observe Exoplanets 254 75 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,n,y,y,y
818,Observe Star 131,regular,Observe Star 131 30 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,n,y,y,y,y,y
819,Observe Galaxy 118,regular,Observe Galaxy 118 19 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,n,n,y,y
820,Observe Exoplanets 255,target_of_opportunity,Observe Exoplanets 255 38 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,n,n,y,y,y
821,Observe Supernova 151,regular,Observe Supernova 151 67 times,30,0,600,1,3,0.1,fork,mono,cooled,n,n,n,n,y,y,y,y
822,Observe Supernova 152,transient,Observe Supernova 152 55 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,n,y,n,y,y
823,Observe Asteriods 48,regular,Observe Asteriods 48 86 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,n,y,y,y,y,n
824,Observe GRB 87,regular,Observe GRB 87 83 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,y
825,Observe Exoplanets 256,regular,Observe Exoplanets 256 11 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,n,n,y,n,y,y,y
826,Observe GRB 88,transient,Observe GRB 88 34 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,y,y,n,y
827,Observe Exoplanets 257,regular,Observe Exoplanets 257 6 times,30,0,600,1,3,0.1,fork,mono,cooled,n,n,y,n,y,y,y,y
828,Observe GRB 89,regular,Observe GRB 89 77 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,y,y,y
829,Observe Exoplanets 258,regular,Observe Exoplanets 258 21 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,y,y,y,y,y,y,n
830,Observe Exoplanets 259,transient,Observe Exoplanets 259 0 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,n,y,n
831,Observe Exoplanets 260,regular,Observe Exoplanets 260 69 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,n,y
832,Observe Comet 35,regular,Observe Comet 35 91 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,y
833,Observe Galaxy 119,target_of_opportunity,Observe Galaxy 119 52 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,n,y,y,y,y,y
834,Observe Supernova 153,target_of_opportunity,Observe Supernova 153 56 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,n,y,y,y,y,n
835,Observe Supernova 154,transient,Observe Supernova 154 79 times,30,0,600,1,3,0.1,german,colored,cooled,n,n,y,n,y,y,y,y
836,Observe Galaxy 120,regular,Observe Galaxy 120 89 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
837,Observe Exoplanets 261,regular,Observe Exoplanets 261 7 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,n,n,n,y,y,y
838,Observe Star 132,transient,Observe Star 132 78 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,n,n,y,y
839,Observe Exoplanets 262,transient,Observe Exoplanets 262 54 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,y,y,y,n,y
840,Observe Exoplanets 263,regular,Observe Exoplanets 263 66 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,n,y,n,n,y,y
841,Observe Exoplanets 264,regular,Observe Exoplanets 264 58 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,n,y,y,y,y
842,Observe Galaxy 121,transient,Observe Galaxy 121 72 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,n,y,y,y
843,Observe Exoplanets 265,regular,Observe Exoplanets 265 72 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
844,Observe GRB 90,regular,Observe GRB 90 54 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,n,y,y,y,y,y,y
845,Observe GRB 91,regular,Observe GRB 91 37 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,y,y,n,y
846,Observe Galaxy 122,regular,Observe Galaxy 122 49 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,n
847,Observe Exoplanets 266,target_of_opportunity,Observe Exoplanets 266 6 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,y,n,y,y,y,y,y
848,Observe Star 133,regular,Observe Star 133 46 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,y,n,y
849,Observe Star 134,regular,Observe Star 134 92 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,n,y,y,y,y
850,Observe Exoplanets 267,regular,Observe Exoplanets 267 99 times,30,0,600,1,3,0.1,german,colored,cooled,y,n,y,y,y,y,n,y
851,Observe Supernova 155,regular,Observe Supernova 155 18 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,n,y,y
852,Observe Star 135,regular,Observe Star 135 42 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,n,y,y,y
853,Observe Star 136,regular,Observe Star 136 61 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,n,n,y,n,n,y
854,Observe Star 137,regular,Observe Star 137 12 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,n,n,n,n
855,Observe Star 138,regular,Observe Star 138 65 times,30,0,600,1,3,0.1,german,colored,uncooled,y,n,y,y,n,y,y,y
856,Observe Supernova 156,target_of_opportunity,Observe Supernova 156 29 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,n,y,y
857,Observe Exoplanets 268,regular,Observe Exoplanets 268 6 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
858,Observe Galaxy 123,regular,Observe Galaxy 123 51 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,n,y,y,y,y
859,Observe Exoplanets 269,regular,Observe Exoplanets 269 6 times,30,0,600,1,3,0.1,german,mono,uncooled,n,y,y,y,y,y,y,y
860,Observe Supernova 157,regular,Observe Supernova 157 24 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,y,y,y
861,Observe Star 139,transient,Observe Star 139 57 times,30,0,600,1,3,0.1,german,mono,uncooled,y,n,y,y,y,y,y,y
862,Observe Exoplanets 270,regular,Observe Exoplanets 270 35 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,n
863,Observe Supernova 158,regular,Observe Supernova 158 17 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,n,y,y,n
864,Observe Exoplanets 271,regular,Observe Exoplanets 271 68 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,y
865,Observe Star 140,regular,Observe Star 140 40 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,y,y,y,y
866,Observe Asteriods 49,transient,Observe Asteriods 49 22 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,n,y,y,y,y
867,Observe Supernova 159,transient,Observe Supernova 159 43 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,n,y,y,y,y,y,y
868,Observe Galaxy 124,regular,Observe Galaxy 124 2 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,n,y,n,y,y
869,Observe Exoplanets 272,regular,Observe Exoplanets 272 89 times,30,0,600,1,3,0.1,german,colored,uncooled,y,n,y,y,y,y,y,y
870,Observe Star 141,regular,Observe Star 141 71 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
871,Observe Exoplanets 273,regular,Observe Exoplanets 273 0 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,y,y,y,n,y,y,n
872,Observe Star 142,regular,Observe Star 142 63 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,n,y,y
873,Observe Exoplanets 274,transient,Observe Exoplanets 274 52 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,n,y,y,y,y
874,Observe Star 143,regular,Observe Star 143 69 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,n,y,y
875,Observe Asteriods 50,transient,Observe Asteriods 50 53 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,n
876,Observe Exoplanets 275,target_of_opportunity,Observe Exoplanets 275 34 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,y,y,n,n,y
877,Observe Supernova 160,transient,Observe Supernova 160 46 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,y,y,y,n,y
878,Observe Supernova 161,regular,Observe Supernova 161 16 times,30,0,600,1,3,0.1,german,colored,cooled,n,y,y,y,y,n,y,y
879,Observe Exoplanets 276,transient,Observe Exoplanets 276 45 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,y,n,n
880,Observe Supernova 162,regular,Observe Supernova 162 12 times,30,0,600,1,3,0.1,german,colored,cooled,n,n,y,y,y,n,n,y
881,Observe Supernova 163,transient,Observe Supernova 163 94 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,n,y
882,Observe Exoplanets 277,target_of_opportunity,Observe Exoplanets 277 82 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,y,y,y,y,y
883,Observe Galaxy 125,regular,Observe Galaxy 125 86 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,y
884,Observe Star 144,target_of_opportunity,Observe Star 144 94 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,n,y,y,y,y,y,y
885,Observe Supernova 164,regular,Observe Supernova 164 81 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,y,y,y,y,y,y
886,Observe Star 145,regular,Observe Star 145 24 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,n,y,y,y,y
887,Observe Comet 36,regular,Observe Comet 36 20 times,30,0,600,1,3,0.1,german,colored,cooled,n,y,y,y,y,y,n,y
888,Observe Asteriods 51,regular,Observe Asteriods 51 74 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,y,y,y
889,Observe Star 146,regular,Observe Star 146 14 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,y,y,n,y
890,Observe Supernova 165,regular,Observe Supernova 165 68 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,n
891,Observe Comet 37,regular,Observe Comet 37 46 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,n,y,y,y
892,Observe GRB 92,regular,Observe GRB 92 68 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,y,y,y,n
893,Observe Comet 38,regular,Observe Comet 38 17 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,n
894,Observe Galaxy 126,regular,Observe Galaxy 126 41 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,n,y,y,n,y,y
895,Observe GRB 93,regular,Observe GRB 93 9 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,n,n,y,y,y
896,Observe Galaxy 127,transient,Observe Galaxy 127 68 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,y,y,n,y,y,y,y
897,Observe Exoplanets 278,regular,Observe Exoplanets 278 64 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,n,y,y,y,y
898,Observe Star 147,regular,Observe Star 147 14 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,y,y,n,y,y
899,Observe Exoplanets 279,regular,Observe Exoplanets 279 99 times,30,0,600,1,3,0.1,german,mono,uncooled,y,n,y,y,y,y,y,y
900,Observe Exoplanets 280,regular,Observe Exoplanets 280 33 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,y
901,Observe Star 148,regular,Observe Star 148 74 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,n,y,y,y
902,Observe Star 149,target_of_opportunity,Observe Star 149 40 times,30,0,600,1,3,0.1,german,mono,uncooled,n,y,y,y,y,y,n,y
903,Observe Supernova 166,regular,Observe Supernova 166 99 times,30,0,600,1,3,0.1,german,mono,uncooled,y,n,y,n,y,n,y,y
904,Observe GRB 94,regular,Observe GRB 94 90 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,n,y,y
905,Observe Star 150,regular,Observe Star 150 4 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,y,y
906,Observe Galaxy 128,transient,Observe Galaxy 128 84 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,n,y,y,y,y,y,y
907,Observe Comet 39,regular,Observe Comet 39 89 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,n,y,y,y,y
908,Observe Supernova 167,regular,Observe Supernova 167 64 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,y,y,n,y
909,Observe Exoplanets 281,target_of_opportunity,Observe Exoplanets 281 11 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,n,y,n
910,Observe Exoplanets 282,transient,Observe Exoplanets 282 17 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,y,y,y,y,y,y
911,Observe Supernova 168,regular,Observe Supernova 168 99 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
912,Observe Supernova 169,regular,Observe Supernova 169 54 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,n,y,y,y,y
913,Observe Comet 40,regular,Observe Comet 40 86 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,y,n,y,y,y
914,Observe Supernova 170,regular,Observe Supernova 170 26 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,y,y,y,y,y,y
915,Observe Star 151,transient,Observe Star 151 16 times,30,0,600,1,3,0.1,german,colored,cooled,n,y,y,y,y,y,n,y
916,Observe Supernova 171,target_of_opportunity,Observe Supernova 171 54 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,y,y,y,y
917,Observe Exoplanets 283,regular,Observe Exoplanets 283 38 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,y,y,n,y
918,Observe Supernova 172,transient,Observe Supernova 172 50 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,n,y,y,y,y,y
919,Observe Comet 41,regular,Observe Comet 41 18 times,30,0,600,1,3,0.1,theodolite,colored,cooled,n,n,y,y,y,y,y,y
920,Observe GRB 95,regular,Observe GRB 95 72 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
921,Observe Exoplanets 284,regular,Observe Exoplanets 284 50 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,y,n,y,y
922,Observe Supernova 173,regular,Observe Supernova 173 10 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,n,y,y,y
923,Observe Star 152,transient,Observe Star 152 62 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,y,n,y,y
924,Observe Exoplanets 285,regular,Observe Exoplanets 285 60 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,y,y,y,n,y
925,Observe Asteriods 52,regular,Observe Asteriods 52 12 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,y
926,Observe GRB 96,regular,Observe GRB 96 55 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,y,y,y,y,y,y
927,Observe Star 153,regular,Observe Star 153 76 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,y,y,y,n
928,Observe Supernova 174,regular,Observe Supernova 174 92 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,y,y,y,y,y,y
929,Observe Star 154,target_of_opportunity,Observe Star 154 37 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,n,y
930,Observe Supernova 175,regular,Observe Supernova 175 45 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,n,n,y,y,y
931,Observe Exoplanets 286,regular,Observe Exoplanets 286 84 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,n,y,y,y,n,n
932,Observe Galaxy 129,regular,Observe Galaxy 129 80 times,30,0,600,1,3,0.1,german,colored,uncooled,n,y,y,n,y,y,y,n
933,Observe Galaxy 130,regular,Observe Galaxy 130 33 times,30,0,600,1,3,0.1,fork,colored,uncooled,n,y,n,y,y,y,n,y
934,Observe Supernova 176,regular,Observe Supernova 176 99 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,n,y,n,y,y,y,y,y
935,Observe Comet 42,regular,Observe Comet 42 85 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,y
936,Observe Star 155,target_of_opportunity,Observe Star 155 19 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
937,Observe Supernova 177,regular,Observe Supernova 177 86 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,n,y,y,y
938,Observe Supernova 178,regular,Observe Supernova 178 78 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,n,y,y,y,y,y
939,Observe Supernova 179,target_of_opportunity,Observe Supernova 179 51 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,n
940,Observe Exoplanets 287,regular,Observe Exoplanets 287 15 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,n,y,y,n,y,y
941,Observe Supernova 180,regular,Observe Supernova 180 35 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,y,y,y,y,y,y,y
942,Observe Exoplanets 288,regular,Observe Exoplanets 288 66 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,n,y,y,n,y
943,Observe Exoplanets 289,regular,Observe Exoplanets 289 1 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,n,y,y,y,y,n,n,y
944,Observe Galaxy 131,regular,Observe Galaxy 131 4 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,n
945,Observe Asteriods 53,regular,Observe Asteriods 53 56 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,n,y,y,y
946,Observe GRB 97,regular,Observe GRB 97 20 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,y,y,y,y,n,y,y
947,Observe Supernova 181,transient,Observe Supernova 181 7 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,y,y
948,Observe Exoplanets 290,regular,Observe Exoplanets 290 43 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,y,y
949,Observe Exoplanets 291,regular,Observe Exoplanets 291 97 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,n,y,y,y,y,n,y
950,Observe Asteriods 54,regular,Observe Asteriods 54 18 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,n,y,y,y,n
951,Observe Galaxy 132,transient,Observe Galaxy 132 75 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,y,y,y,y,n,y,y
952,Observe GRB 98,regular,Observe GRB 98 3 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,n,y,y,y,y,n,y
953,Observe Galaxy 133,regular,Observe Galaxy 133 19 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,n,y,y,y,y
954,Observe GRB 99,target_of_opportunity,Observe GRB 99 25 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,y,y,y
955,Observe GRB 100,regular,Observe GRB 100 8 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,n,y,n
956,Observe Exoplanets 292,regular,Observe Exoplanets 292 89 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,n,n,y,n,y,y,y
957,Observe Exoplanets 293,transient,Observe Exoplanets 293 58 times,30,0,600,1,3,0.1,fork,colored,uncooled,n,y,y,y,y,y,y,y
958,Observe Comet 43,regular,Observe Comet 43 69 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,n,y,y,y,y,y,y
959,Observe Supernova 182,regular,Observe Supernova 182 7 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,n,y,y,y,y
960,Observe Exoplanets 294,regular,Observe Exoplanets 294 86 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,n,y,y,y,y,y
961,Observe Exoplanets 295,regular,Observe Exoplanets 295 9 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,y,y,n,y
962,Observe Exoplanets 296,regular,Observe Exoplanets 296 28 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,n,y,y,y,y
963,Observe Star 156,transient,Observe Star 156 89 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,y,n,y,y,n
964,Observe Star 157,regular,Observe Star 157 65 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,y,y,y,y
965,Observe Exoplanets 297,transient,Observe Exoplanets 297 89 times,30,0,600,1,3,0.1,theodolite,colored,cooled,n,y,y,y,y,y,y,y
966,Observe GRB 101,regular,Observe GRB 101 71 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,n,y,y,y,y,n
967,Observe Galaxy 134,regular,Observe Galaxy 134 98 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,n,y,n,y,y,y,y
968,Observe Supernova 183,regular,Observe Supernova 183 56 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,n,y
969,Observe Supernova 184,regular,Observe Supernova 184 72 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,n,y,y,y,y
970,Observe Exoplanets 298,regular,Observe Exoplanets 298 37 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,n,y,y,y,y,y,n
971,Observe Exoplanets 299,transient,Observe Exoplanets 299 51 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,n,y,y
